track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,num_artists,release_type
Friendzone,Pav Dharia,spotify:track:7Lm6AU2K0BfoxXzgDCiVfl,0.911,0.64,1,-4.022,0,0.0796,0.0804,0.0,0.0572,0.696,107.919,199367,4,54.25522,9,0,1,single
Still Into You,Paramore,spotify:track:1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,46.33848,7,1,1,album
RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,spotify:track:6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,13.73329,8,1,2,single
Slow Me Down,Sara Evans,spotify:track:6Zf4AMWgnUDobtAixiIqnZ,0.597,0.602,7,-4.99,1,0.0292,0.214,0.00032,0.313,0.262,91.999,196160,4,23.88746,11,1,1,album
Fuck the System,Sons of Freedom,spotify:track:6zzgCFNhte8HRYVDVUjdi2,0.515,0.986,9,-5.595,1,0.0859,0.0244,0.00632,0.0799,0.416,144.72,200933,4,23.93003,11,0,1,compilation
Momentum,The Hush Sound,spotify:track:6gsXFtfSZrsiWtkm3j6RSh,0.531,0.552,2,-9.721,0,0.0382,0.221,0.0,0.12,0.244,94.979,212133,4,29.44102,10,0,1,compilation
15 Years,Levellers,spotify:track:61yau49WIF43zkEViYZvC0,0.434,0.935,7,-5.225,1,0.0514,0.000474,0.0,0.0655,0.787,150.026,190000,4,28.26591,10,0,1,compilation
"Cello Suite No. 3 in C Major, BWV 1009: VI. Gigue",Johann Sebastian Bach,spotify:track:4On8SskefFI9yCvLj87Nk3,0.5,0.0715,7,-25.539,1,0.0467,0.931,0.861,0.106,0.765,105.479,192973,4,32.22619,8,0,2,album
Landslide,Glee Cast Featuring Gwyneth Paltrow,spotify:track:7LSAtbMWcyKWjIrFOroPhz,0.637,0.416,2,-7.595,1,0.0269,0.434,0.0,0.139,0.588,145.922,226760,4,26.27319,11,1,2,album
Crash My Party,Luke Bryan,spotify:track:6GBUsjHfZuweYf5lQEz6mP,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,234760,4,47.52516,12,1,1,album
Losin Control,Russ,spotify:track:4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,45.18604,11,1,1,album
Witch Hunt - Remastered,Wayne Shorter,spotify:track:6LDTQHXOKshELYtBEfIgcQ,0.43,0.546,5,-9.786,0,0.039,0.614,2.51e-05,0.0393,0.369,104.061,490200,4,45.97155,22,0,1,compilation
Propuesta Indecente,Romeo Santos,spotify:track:5PycBIeabfvX3n9ILG7Vrv,0.757,0.632,2,-6.83,1,0.0549,0.499,0.0,0.0723,0.742,122.936,235133,4,30.04126,9,1,1,album
Cocktail Midnight,Vantage,spotify:track:6q0wVnd4MLD2OTOOnBBZV8,0.757,0.838,11,-4.604,0,0.0978,0.00182,0.0502,0.0788,0.577,120.033,240014,4,29.53771,12,0,1,album
Begin Again,Taylor Swift,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025,237613,4,32.83016,13,1,1,album
Audio Quattro,Apocryphal,spotify:track:77cABU2E1jFyr0c1G2y8Qv,0.449,0.869,9,-5.246,1,0.152,0.0087,0.159,0.311,0.215,104.991,495857,4,44.02642,15,0,1,compilation
You Should Be Here,Cole Swindell,spotify:track:63thx7OANplv4I4BQsanHk,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4,28.57915,9,1,1,album
How Many Drinks?,Miguel,spotify:track:5ctk3VJoHoURSiwkCJn2bf,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,272987,4,23.39487,9,1,1,album
Attention,The Weeknd,spotify:track:6pDVjCUA3B1vg9waKutAsv,0.671,0.428,4,-7.054,0,0.124,0.682,0.0002,0.121,0.36,148.041,197653,4,35.30614,8,1,1,album
Exode,Tetra Hydro K,spotify:track:2xY8jZjWQ2qqb71W6U3Rhy,0.608,0.949,4,-6.075,0,0.0733,0.000337,0.8,0.157,0.503,139.994,331656,4,42.53191,12,0,2,album
Summmer Forest,Nature Recordings,spotify:track:2zWCsaxlGbohARJlNQ5aSM,0.483,0.28,0,-33.437,0,0.224,0.119,0.597,0.316,0.083,138.287,243920,4,49.24679,10,0,1,single
Tattoos On This Town,Jason Aldean,spotify:track:2SEsRxNSXidnMOZoTEzX1k,0.359,0.784,7,-4.404,1,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,202467,4,26.04196,10,1,1,album
Leaning on the Everlasting Arms,Scandinavian Metal Praise,spotify:track:5pzQxZ33n3fAAVkgBqTLZW,0.469,0.983,4,-1.861,1,0.145,6.45e-06,0.00017,0.706,0.398,130.019,153880,4,28.02521,8,0,1,album
Two,Sleeping At Last,spotify:track:62CprXvSWsKBvYu3Yba55A,0.504,0.327,4,-9.49,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803,258609,4,22.64188,9,0,1,album
DONE.,The Band Perry,spotify:track:7t3yEWJXS4ZZE64JyJDJIg,0.653,0.875,6,-3.015,1,0.0366,0.291,0.0,0.054,0.775,100.047,205267,4,45.20184,10,1,1,album
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:7fFPcJCpYIV7nl8Lqd0HHq,0.624,0.863,7,-8.142,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,386000,4,58.49512,12,0,2,album
Bring De Scotch for Christmas,Lord Kitchener,spotify:track:6PkCgo04ixcVBDzrx0qm1c,0.694,0.952,2,-12.42,1,0.0722,0.597,0.00016,0.0513,0.833,126.29,223613,4,55.13804,9,0,1,compilation
Deja Vu,Lauren Duski,spotify:track:4xTNksNuXORn62bGXsGZXd,0.433,0.337,2,-6.386,1,0.0383,0.691,0.0,0.0873,0.243,71.569,187824,4,32.27581,8,1,1,album
Slippery,Migos Featuring Gucci Mane,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,304041,4,66.77504,12,1,2,album
Babykiller,Devourment,spotify:track:7AlOgKqSdWZv0kal6yv94m,0.346,0.99,2,-3.542,1,0.154,0.023,0.85,0.091,0.103,111.602,310093,4,44.5118,13,0,1,album
Mambo Sangria,Cal Tjader,spotify:track:5M80uFtSW98fR3ykhjGPyd,0.508,0.434,0,-14.422,0,0.0401,0.758,0.0025,0.0962,0.665,113.591,165933,5,29.21209,7,0,1,album
Iniuria Palace,Baths,spotify:track:6gbwSuxhcB3JAL3bib69TV,0.199,0.755,11,-5.715,0,0.0866,0.728,9.82e-05,0.131,0.362,178.627,261381,4,19.12392,17,0,1,album
"The Wind - From ""Sing"" Original Motion Picture Soundtrack",Yusuf / Cat Stevens,spotify:track:5qD9xGtes8gtSrPRF6qW48,0.769,0.258,2,-15.175,1,0.0418,0.923,0.0486,0.111,0.806,115.782,103813,4,30.78393,6,0,1,compilation
Machi Engalukku Ellam,Hiphop Tamizha,spotify:track:5An5GnSwpugx22qOc3gGUa,0.582,0.975,7,-2.455,1,0.185,0.0981,3.84e-06,0.081,0.587,192.041,149483,4,40.60216,8,0,1,single
Punk Rock Is Saving Lives,Momentum,spotify:track:2HZssEfTSEESw8sctVYnzW,0.341,0.984,7,-6.581,1,0.305,0.0448,0.00555,0.641,0.0314,102.763,37303,4,0.0,2,0,1,album
The 11th Commandment,Bethlehem,spotify:track:04IhVL4yU3f4llpjGZgQiM,0.254,0.755,6,-9.937,1,0.0435,0.00966,0.824,0.341,0.0526,133.057,311373,4,75.51759,14,0,1,album
Hardcore Punk,Epicycle,spotify:track:2CR7YxGO2aHTqEAnt5Gf4D,0.299,0.954,9,-5.693,1,0.305,0.00528,0.000103,0.0907,0.435,185.233,141360,4,32.98968,10,0,1,album
Blapdillions - Mr. Bill Remix,Freddy Todd,spotify:track:5saRME4aHwm4ulFgz5vEjs,0.436,0.653,11,-7.046,0,0.0736,0.00022,0.854,0.0993,0.258,139.972,292681,4,97.61896,9,0,2,compilation
Broken - Wildstylez Remix,Evil Activities,spotify:track:23Zd0TvdAjcFot9GpCOYHB,0.542,0.965,8,-3.591,0,0.244,0.0408,0.0,0.737,0.0872,150.083,269600,4,26.83477,13,0,4,album
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,spotify:track:7yws3pF3FFguwT2Psi6c15,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,210307,4,30.76764,10,1,3,album
Love and Hate (Remastered),Jackie McLean,spotify:track:0VNrEqJg1frstzNffpVJc8,0.558,0.125,10,-12.647,1,0.0501,0.911,0.32,0.104,0.14,121.988,505560,4,33.76243,25,0,2,compilation
Astral Body,Michel Mondrain,spotify:track:17yuGlOR1mCfOOjdu1XmqH,0.199,0.117,7,-22.377,1,0.0416,0.896,0.93,0.0958,0.0541,65.577,187917,4,34.22059,6,0,1,single
Rock,Plies,spotify:track:0QVISdPWRllAmoDBG3DEHU,0.852,0.691,6,-5.175,0,0.139,0.0375,0.0,0.0517,0.658,61.115,174653,4,48.65992,7,1,1,single
Accelerated Mutation,Lock Up,spotify:track:11lgTbx7SsirTR917mWW8B,0.29,0.996,6,-5.375,1,0.179,7.89e-06,0.000143,0.18,0.0414,123.732,165707,4,46.51917,7,0,1,compilation
Norman,Steven Price,spotify:track:027EHYg4QyKzJsl7XyaUH9,0.293,0.47,10,-16.454,1,0.0512,0.0584,0.877,0.143,0.0757,120.341,170845,4,42.4955,5,0,1,album
Steel Rail Blues,The Seldom Scene,spotify:track:1fECNOFuU3BRNaOOsrf8Wm,0.781,0.48,11,-10.992,1,0.0364,0.815,0.00928,0.0808,0.884,98.02,156507,4,19.82732,8,0,1,album
Perennial Quest,Death,spotify:track:46z3XqIAtxYQv3OaNb5WUE,0.281,0.954,1,-8.44,1,0.15,0.000482,0.0069,0.34,0.141,169.889,501360,5,20.73146,22,0,1,compilation
Beat This Summer,Brad Paisley,spotify:track:2EUHzmBZux7SSra71cGkIB,0.563,0.722,6,-5.252,1,0.0407,0.313,0.0,0.393,0.801,150.039,281453,4,35.64605,13,1,1,album
Turning Page,Sleeping At Last,spotify:track:2kfGoV9a5dbSKCNmUWH2ZF,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,255893,3,36.26674,11,0,1,single
Love & Hate,Lord Of The Lost,spotify:track:0GGv8NRD0ismTaAwtZ2iRB,0.405,0.99,9,-4.414,1,0.15,1.44e-05,0.048,0.124,0.282,159.053,248147,4,48.89989,8,0,1,album
Fix A Drink,Chris Janson,spotify:track:0s6OWiWGuiCcm1Muzch5A8,0.563,0.887,1,-5.013,1,0.0857,0.0297,0.0,0.352,0.794,158.05,188933,4,27.93992,8,1,1,album
Nus Là-Bas,Tété,spotify:track:5Z8Bx4xZLVRFi2LLq0kYrX,0.569,0.649,6,-6.169,1,0.0348,0.226,0.0,0.238,0.57,94.021,170206,4,46.03977,6,0,1,compilation
Threads,Ebb & Flod,spotify:track:5ASmAe7WcZaLVx6KcCqhW0,0.12,0.0436,4,-22.044,1,0.0383,0.79,0.889,0.112,0.0361,72.339,192793,4,27.08896,9,0,1,single
Dirt Nap,Subvert,spotify:track:25pr2L5nny9TSsIGZGWqYn,0.852,0.731,2,-8.419,1,0.0887,0.0013,0.761,0.333,0.338,99.995,347040,4,29.43092,15,0,2,compilation
Back In Time,Pitbull,spotify:track:3eQlGeyuSibgAGPEJugaDW,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760,4,23.24205,11,1,1,album
Roller Mobster,Carpenter Brut,spotify:track:7oxnK2wg8qFv8EXyyxKDJ4,0.423,0.921,7,-1.67,1,0.0734,5.37e-06,0.903,0.179,0.187,131.011,214351,4,30.27831,9,0,1,album
Ain't Worth The Whiskey,Cole Swindell,spotify:track:4B1FxT0hP5dMWL64ubGR6P,0.427,0.745,2,-3.866,1,0.0317,0.0329,0.0,0.139,0.507,153.606,190587,4,39.00824,9,1,1,compilation
Lily's Theme,Alexandre Desplat,spotify:track:3Ra4rkq1ExwPXwrPQeHBWg,0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93,148813,4,38.1278,7,0,1,album
Superheroes,Soul Extract,spotify:track:2ITKcbc6FcXl77GAHgh77y,0.586,0.75,11,-8.592,0,0.0515,0.119,0.000171,0.109,0.143,159.967,381200,4,30.78967,14,0,1,compilation
The End of All We Know,Bleed From Within,spotify:track:14EXZEog1hW97d6yz8ejih,0.311,0.959,6,-5.104,0,0.107,0.000505,0.00012,0.328,0.336,149.406,251512,3,24.9023,13,0,1,single
Backwater Blues,Kenny Wayne Shepherd,spotify:track:49kPFLAWTm2IsxZqwBYAgR,0.289,0.901,7,-5.898,1,0.155,0.183,3.42e-05,0.287,0.617,109.135,428520,4,28.98605,14,0,1,album
From the Kettle Onto the Coil,Deafheaven,spotify:track:2b1tihlVPRKJVhnsuX0g3g,0.0873,0.902,0,-4.488,1,0.0788,4.51e-06,0.867,0.0996,0.214,86.531,396637,4,104.06459,15,0,1,single
Setting The World On Fire,Kenny Chesney Featuring P!nk,spotify:track:7AclP0W2jy6yrbvBiC4prQ,0.61,0.822,0,-4.422,1,0.0355,0.0171,1.88e-06,0.093,0.437,93.993,217467,4,48.64949,9,1,2,album
Move,Luke Bryan,spotify:track:6qoH2pKeEibNUG1pnJIjmZ,0.57,0.939,5,-0.716,0,0.0789,0.00719,1.08e-06,0.0462,0.801,103.983,227413,4,19.13815,12,1,1,album
Ravelin,The Shaking Sensations,spotify:track:1ymKgq5Mfrg1Nx3TcunQ1D,0.308,0.628,2,-10.604,1,0.0347,0.000485,0.891,0.105,0.0991,91.211,303500,3,33.25391,10,0,1,compilation
Moment 4 Life,Nicki Minaj Featuring Drake,spotify:track:0ConttVd0Ebk3dLNquOmh0,0.68,0.882,11,-3.883,1,0.236,0.406,0.0,0.241,0.386,97.943,279307,4,62.71224,11,1,2,album
My Oh My,Punch Brothers,spotify:track:4BJR7M2REDNVdhpHDfBBU5,0.508,0.257,7,-9.767,0,0.0426,0.69,0.000145,0.176,0.23,159.612,258853,4,31.21442,9,0,1,album
Tellin' My Blues Goodbye,Howard Goodman,spotify:track:2SeITvvIN2oCGvSrHNN26S,0.504,0.562,8,-14.807,1,0.0489,0.54,5.72e-06,0.97,0.578,97.61,115773,4,21.76661,5,0,2,album
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,spotify:track:5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,36.20229,7,1,3,single
I Can't Go For That / You Make My Dreams,Glee Cast,spotify:track:5JBa94s53RNVoHnjxwyrSF,0.637,0.836,2,-3.941,1,0.0789,0.0264,0.0,0.0958,0.898,184.04,161320,4,27.9926,8,1,1,single
In Your Arms,Nico & Vinz,spotify:track:0LH5xRQz5D36FpIkYUFv2e,0.431,0.81,7,-6.051,1,0.0958,0.299,0.0,0.249,0.674,110.118,205800,4,35.29956,11,1,1,album
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,4,32.85477,10,1,4,single
One Kiss,Calvin Harris & Dua Lipa,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4,22.27313,10,1,2,single
I Wanna Rock,Snoop Dogg,spotify:track:3vNiHPIipR4a4bZKA288CD,0.521,0.849,5,-3.238,1,0.318,0.168,0.0,0.289,0.431,122.852,235987,5,25.07463,13,1,1,album
Country Must Be Country Wide,Brantley Gilbert,spotify:track:454JIJlQ8GvrCoBvSfq3KA,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,214827,4,55.73018,8,1,1,album
Starving,Hailee Steinfeld & Grey Featuring Zedd,spotify:track:4Ce37cRWvM1vIGGynKcs22,0.729,0.615,4,-4.238,1,0.0647,0.378,0.0,0.105,0.508,99.989,181880,4,37.26628,6,1,3,single
Hot Thoughts,Spoon,spotify:track:70x1x9NbSJJXkrgvIyyAVX,0.679,0.902,8,-3.627,1,0.0303,0.0484,0.155,0.645,0.493,108.995,228653,4,31.35422,10,0,1,album
Hollywood's Bleeding,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,52.05235,9,1,1,album
BLOW,Dean Blunt,spotify:track:2aAyqJCD07rBi709t4sdpN,0.662,0.521,1,-9.635,1,0.0309,0.252,0.0,0.104,0.383,128.414,151320,3,29.28105,8,0,1,album
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,291293,4,33.49433,12,1,1,album
Whatever She's Got,David Nail,spotify:track:4PJXT82AZtlDW4Q71b43oz,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4,41.21066,10,1,1,album
Reasons For Being,Deep Watch,spotify:track:5tY0sWgi6v0UEibwYjfWlL,0.141,0.0282,7,-30.003,0,0.0454,0.98,0.906,0.104,0.0658,145.22,176391,3,25.45931,12,0,1,single
Tip It On Back,Dierks Bentley,spotify:track:2G634xynj7ev8r5c0sAL3T,0.503,0.78,3,-5.148,1,0.0323,0.522,0.16,0.138,0.737,137.936,206520,4,35.39441,9,1,1,album
Where Have You Been,Rihanna,spotify:track:5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,4,22.46763,14,1,1,album
Girls Chase Boys,Ingrid Michaelson,spotify:track:14sAMwqbuFDSlLKmVBD9MI,0.473,0.82,8,-5.702,1,0.0408,0.031,1.55e-05,0.0414,0.678,84.893,221413,4,42.03618,8,1,1,album
Singer-Songwriter,The Young Novelists,spotify:track:5Y6rAwXvHckfeIkcuQASPe,0.58,0.788,0,-7.577,1,0.0319,0.0226,1.4e-05,0.102,0.898,131.406,206773,4,34.41443,10,0,1,album
Forelsket i København,Scott Hamilton,spotify:track:211rvuRnkIpzd5lJNi0LBK,0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.199,54.041,327307,4,25.73113,15,0,1,album
Pop On Acid,Afrojack,spotify:track:7oiLammktrAGaAW2sTDyCG,0.56,0.886,5,-6.835,0,0.0688,0.00941,0.867,0.1,0.393,124.052,324266,4,85.54894,13,0,1,single
L'aventure la voilà,Mon Cote Punk,spotify:track:75x5c1PIlEIASOJSt7MVMk,0.476,0.868,0,-5.506,1,0.356,0.101,1.89e-05,0.0857,0.643,162.048,234187,4,107.88764,7,0,1,album
Glass: Façades,Philip Glass,spotify:track:3nlSXYClkqf41jNftMvIwG,0.19,0.0425,10,-26.498,1,0.0475,0.977,0.978,0.094,0.034,67.561,469907,4,40.61792,17,0,5,compilation
Hotel,Kid Ink Featuring Chris Brown,spotify:track:7Fmcaq4o4eTJ4duXS27Dl7,0.774,0.575,10,-7.004,0,0.173,0.00521,0.0,0.194,0.665,102.858,218880,4,18.21601,11,1,2,album
Valentino,24kGoldn,spotify:track:0c7K73roy6RW4ebDkf4yGh,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097,179133,4,47.8133,9,1,1,single
Roller Coaster,Luke Bryan,spotify:track:5r00wpsojd4mBYaQFDvni7,0.602,0.79,8,-4.46,1,0.0355,0.026,7.43e-05,0.162,0.274,108.008,259080,4,36.65321,9,1,1,album
8,Billie Eilish,spotify:track:6X29iaaazwho3ab7GNue5r,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,173202,4,29.11938,7,1,1,album
Betrayed,Lil Xan,spotify:track:4vaxvNDaLSoD36iZX515ug,0.821,0.434,10,-9.194,0,0.118,0.434,0.0,0.128,0.241,120.012,187173,4,26.81192,9,1,1,album
What The Water Gave Me,Florence + The Machine,spotify:track:3RiOPzAvhNKuMIdPYOrKV8,0.491,0.566,0,-6.445,0,0.0319,0.00933,0.000226,0.114,0.184,124.092,333467,4,41.12319,12,1,1,album
History,One Direction,spotify:track:0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,86.704,187427,4,40.35906,7,1,1,album
Time's Cruel Curtain,Cattle Decapitation,spotify:track:3IsF1pjYmp7GOsNJcqYXBQ,0.186,0.985,3,-4.8,1,0.142,3.85e-06,0.839,0.344,0.144,156.034,331533,4,47.36179,13,0,1,album
Say Something,Justin Timberlake Featuring Chris Stapleton,spotify:track:09ts3GnICqYEU5PkQCpJK3,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4,54.15764,12,1,2,single
Dog Meat,Flamin' Groovies,spotify:track:7bygzB02kftQBoW8rgCc1Y,0.351,0.771,2,-7.81,0,0.129,0.0857,0.0216,0.123,0.287,170.524,243987,4,43.0013,10,0,1,compilation
Punk Rock'll Change the World,Ripcordz,spotify:track:4HYV6dNPHhHXl3BbzUnJAG,0.269,0.876,0,-2.753,1,0.0543,0.00942,0.674,0.0268,0.41,95.376,183600,4,95.68569,7,0,1,album
"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,spotify:track:0cNJ3huiV99wvUN1tmQLTL,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,4,22.04865,11,1,2,album
The Pure and the Damned,Oneohtrix Point Never,spotify:track:4x79863wyp2dhJOiZYKPZN,0.258,0.191,11,-15.52,1,0.0341,0.359,0.805,0.0831,0.0394,103.286,269462,5,42.67801,12,0,2,album
Sugar Wraith,Post Malone,spotify:track:0MrRAUcB8AZiB9ue2VOBYe,0.606,0.775,5,-4.269,0,0.0671,0.262,0.0,0.1,0.307,164.02,228147,4,60.84895,12,1,1,album
Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,spotify:track:6bxUnsSGZCmoHHU5auwtps,0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187,4,25.65901,10,1,3,album
Solitude,Daigo Hanada,spotify:track:3kgu8TFddPdy6gSJaQSeij,0.307,0.0242,1,-28.599,0,0.038,0.979,0.962,0.204,0.474,106.994,166830,4,23.49794,9,0,1,album
Nå er det Jul,Rövballebandet,spotify:track:3UX8LHMSc6bo9vcXcXZXzT,0.72,0.709,9,-6.063,1,0.032,0.0278,0.0,0.358,0.476,108.012,178056,4,43.077,10,0,1,single
Dance Monkey,Tones And I,spotify:track:2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,32.58424,11,1,1,single
The Piano : The Heart Asks Pleasure First,Michael Nyman,spotify:track:1jyhftNM1kj8y1FilA0Csl,0.131,0.146,9,-24.477,0,0.0466,0.991,0.889,0.097,0.146,182.395,136028,3,26.46847,8,0,2,compilation
What's My Name?,Rihanna Featuring Drake,spotify:track:1pYKzfOlpHWtVUiEIu4Vn7,0.695,0.782,2,-2.967,1,0.0629,0.223,0.0,0.0773,0.595,99.992,263173,4,56.92242,11,1,2,album
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,spotify:track:5zDQlhcJ5KOoXeSMGwiuJY,0.672,0.827,6,-3.829,0,0.0693,0.101,0.0,0.16,0.58,127.076,229667,4,42.14582,9,1,2,album
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,spotify:track:1yEwEiTpsaPhQi9lb5EVV4,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987,203173,4,61.51888,7,1,2,album
Your Majesty,Lorne Balfe,spotify:track:40of9kdRKtBlIIyKByBPpI,0.317,0.277,10,-14.86,1,0.0326,0.886,0.95,0.101,0.0391,140.004,254280,4,64.90574,9,0,2,album
Angel In Blue Jeans,Train,spotify:track:2GxGYGrixbXPFojONbzdo9,0.61,0.817,0,-4.775,1,0.0331,0.0151,9.09e-06,0.0998,0.688,115.036,205973,4,26.61605,8,1,1,album
Congo Man,Mighty Sparrow,spotify:track:6c2w5z8VTSdNkgMYdDE1he,0.598,0.834,5,-3.228,1,0.157,0.432,0.0,0.611,0.883,84.046,246039,4,41.253,11,0,1,album
Hurricane,The Hush Sound,spotify:track:6TenDA2bO4Afpnh3f4rpcz,0.631,0.358,3,-9.07,1,0.0255,0.774,3.84e-05,0.107,0.185,132.013,192053,4,23.39664,8,0,1,compilation
Right Thru Me,Nicki Minaj,spotify:track:180jaPAbXwB4nvtieXteYf,0.381,0.68,1,-4.724,1,0.162,0.0876,0.00147,0.168,0.167,162.246,235773,3,106.75193,9,1,1,album
All About Tonight,Blake Shelton,spotify:track:5cQIrML7iJEUsOCNsHqWlB,0.674,0.943,0,-3.413,1,0.0408,0.0159,0.0,0.504,0.856,118.06,205613,4,43.02447,7,1,1,single
Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,spotify:track:6JH56gZC7EJDcoxabVcWVL,0.668,0.829,11,-2.748,0,0.0334,0.00572,0.0,0.358,0.648,127.0,192276,4,22.32756,10,1,3,album
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,0.452,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.005,117147,4,24.79963,8,1,1,album
U With Me?,Drake,spotify:track:03L2AoiRbWhvt7BDMx1jUB,0.429,0.43,2,-11.373,1,0.165,0.337,1.18e-05,0.138,0.125,174.984,297373,4,76.51807,11,1,1,album
Somebody Else Will,Justin Moore,spotify:track:3n2A6l4UayVe3GGKCvfQWV,0.488,0.744,2,-4.284,0,0.131,0.0353,0.0,0.0952,0.59,180.007,165173,4,31.89609,7,1,1,album
Ghetto Blasters,Ghoul,spotify:track:0UvsK2aQdg2bQU4bCGn6fK,0.491,0.839,6,-9.186,0,0.0897,0.00104,0.0841,0.113,0.271,160.248,172240,4,55.74193,8,0,1,album
Friends,Justin Bieber + BloodPop,spotify:track:7DG2aBUQYFSwKmrmhHml3h,0.744,0.714,8,-6.017,1,0.0393,0.00373,0.0,0.303,0.622,104.986,189467,4,37.36996,11,1,2,compilation
Guys My Age,Hey Violet,spotify:track:0Xm8tw6qikotb8FAOZ2ks7,0.69,0.663,8,-5.248,0,0.0352,0.106,0.0,0.0659,0.285,122.041,213695,4,21.36285,9,1,1,album
Goon Pop,CASTLEBEAT,spotify:track:5oyPkQ8it3jJtlAejUnHD4,0.63,0.62,4,-9.633,1,0.0331,0.274,0.852,0.15,0.585,109.983,172378,4,34.79293,9,0,1,album
No Long Talk,Drake Featuring Giggs,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,0.913,0.608,10,-6.839,0,0.234,0.0671,0.0,0.533,0.578,97.063,149569,4,38.41983,5,1,2,album
The Time (Dirty Bit),The Black Eyed Peas,spotify:track:7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640,4,37.66553,12,1,1,album
